cliente_id,nombre_cliente,es_empresa,segmento,nif,provincia,email,telefono,fecha_alta
2575,Cuervo y Pont S.Coop.,True,Distribuidor Mediano,D27995861,SEVILLA,cuervo.y.pont.s.coop,+34718 386 888,2025-08-29
1529,Carolina Paca Valero Borja,False,Consumidor Final,V-42260681,Bizkaia,carolina.paca.valero@outlook.es,+34 901 56 08 33,2021-03-04
2260,Restauración Atienza y asociados S.Coop.,True,Taller/Pequeña Empresa,s78262003,VALENCIA,restauración.atienza@outlook.es,,2024-07-06
3683,Restauración GBR S.L.N.E,True,Taller/Pequeña Empresa,Q-66206761,sevilla,restauración.gbr.s.l@gmail.com,+34821860566,2023-08-14
4427,Suministros Beltrán S.Coop.,True,Taller/Pequeña Empresa,U 78786418,Zaragoza,suministros.beltrán.@gmail.com,+34 715 813 805,2023-02-07
1636,Compañía Inteligentes S.L.,True,Taller/Pequeña Empresa,c10183025,Comunidad de Madrid,compañía.inteligente@hotmail.com,+34 845760122,2024-09-29
2269,Familia Zamorano S.L.,True,Taller/Pequeña Empresa,R 90301630,Murcia,familia.zamorano.s.l@gmail.com,,2023-11-12
1185,Alimentación Avanzadas S.L.U.,True,Taller/Pequeña Empresa,g29363237,Barna,alimentación.avanzad@gmail.com,+34 975 868 633,2023-02-23
3292,Cantero & Asociados S.Coop.,True,Distribuidor Mediano,f34566728,ZARAGOZA,cantero.&.asociados.@outlook.es,+34980 383 855,2022-03-07
3181,Hermanos Estévez S.Coop.,True,Distribuidor Mediano,p51236861,MADRID,hermanos.estévez.s.c@empresa.es,+34 669 690 452,2023-06-27
4583,Prats y Benítez S.L. S.L.,True,Taller/Pequeña Empresa,S546162,Malaga,prats.y.benítez.s.l.@outlook.es,+34879 886 550,2024-12-18
1931,Jesús Riera Rodríguez,False,Consumidor Final,F22567290,Sevilla,jesús.riera.rodrígue@gmail.com ,+34 845047196,2020-07-24
2441,Joaquín Rojas Guardiola S.L.N.E,True,Distribuidor Mediano,s18341692,SEVILLA,joaquín.rojas.guardi@outlook.es,,2023-08-07
3226,Hermanos Jara S.L.,True,Taller/Pequeña Empresa,F37681339,Comunidad de Madrid,hermanos.jara.s.l.@empresa.es,+34 814 04 31 56,2022-09-17
3781,Moisés Salvador Fuentes,False,Consumidor Final,L-45351816,sevilla,moisés.salvador.fuen@hotmail.com,+34 885479459,2021-07-22
2535,inmobiliaria xv s.l.l.,True,Distribuidor Mediano,F18889007,Zaragoza,inmobiliaria.xv.s.l.@hotmail.com,+34826 35 92 66,2025-12-11
1865,Jódar y Viñas S.L.,True,Taller/Pequeña Empresa,H95978796,Murcia,jódar.y.viñas.s.l.@empresa.es,+34972 27 91 03,2024-10-13
4604,Godofredo Montes Aliaga S.A. S.L.,True,Taller/Pequeña Empresa,s60326016,ZARAGOZA,godofredo.montes.ali@outlook.es,+34 987021442,2024-08-10
2273,portillo y asociados s.coop.,True,Fabricante Grande,K67984060,valencia,portillo.y.asociados@outlook.es,+34 877 27 98 62,2021-11-19
3514,COMERCIAL VGY S.L.,True,Taller/Pequeña Empresa,p19550768,Comunidad Valenciana,comercial.vgy.s.l.@empresa.es,,2020-08-07
3446,Montaña y Arco S.Coop.,True,Taller/Pequeña Empresa,G 40237434,Valencia (VLC),montaña.y.arco.s.coo@hotmail.com,+34927549434,2021-10-11
1607,Jordana Amorós Azorin S.L.,True,Taller/Pequeña Empresa,R-125185,Castellón,jordana.amorós.azorigmail.com,+34 867 20 63 45,2023-10-23
3575,Alimentación Navarro S.A.,True,Taller/Pequeña Empresa,P-59343037,BARCELONA,alimentación.navarro@outlook.es,+34945608123,2023-10-30
2712,Familia Seco S.L.N.E,True,Taller/Pequeña Empresa,d20000514,CASTELLON,familia.seco.s.l.n.e@outlook.es,+34 803 358 690,2024-05-07
2936,Gracia y asociados S.A.,True,Taller/Pequeña Empresa,s89812200,ALICANTE,gracia.y.asociados.s@gmail.com,+34 885617623,2024-05-14
1151,LOGÍSTICA GOMIS S.COM.,True,Distribuidor Mediano,R-48504300,Sevilla,logística.gomis.s.co@outlook.es,+34984 414 384,2021-03-20
3495,Coral Suárez Poza S.Com.,True,Taller/Pequeña Empresa,M-31166948,sevilla,coral.suárez.poza.s.@gmail.com,+34972545657,2021-05-11
3603,Palomo y asociados S.A.,True,Taller/Pequeña Empresa,L 71482655,Bizkaia,palomo.y.asociados.s@gmail.com,+34 878 93 42 71,2024-08-30
2978,Sosimo Viana-Collado,False,Consumidor Final,A74416180,Castellon,sosimo.viana-collado@gmail.com,+34 835977385,2022-02-01
3333,ramos & asociados s.a.,True,Taller/Pequeña Empresa,u95304463,Barcelona,ramos.&.asociados.s.@empresa.es,+34946 312 975,2025-04-14
1731,Concepción del Asenjo,False,Consumidor Final,D-76167803,Valencia (VLC),concepción.del.asenj@gmail.com,+34 985164709,2020-07-10
2999,Eva Aragón Palau S.A.,True,Taller/Pequeña Empresa,N98319658,valencia,eva.aragón.palau.s.a@gmail.com,+34879289514,2022-07-09
3319,CAYETANO GUZMAN SAAVEDRA S.COM.,True,Taller/Pequeña Empresa,B 51384518,VALENCIA,cayetano.guzman.saav@hotmail.com,+34828 88 62 63,2023-11-10
4306,Hermanos Fuentes S.Com.,True,Taller/Pequeña Empresa,p82988680,Castellón,hermanos.fuentes.s.c@gmail.com,+34 862591642,2021-11-06
1023,Julián & Asociados S.L.,True,Taller/Pequeña Empresa,k71070189,VALENCIA,julián.&.asociados.s@outlook.es,+34913 462 475,2025-11-02
4149,FARMACEÚTICA BLANCA & ASOCIADOS S.A.,True,Taller/Pequeña Empresa,M79535276,Málaga,farmaceútica.blanca.@hotmail.com,+34 876 99 82 15,2023-09-26
1158,Vega y Sebastián S.L.N.E  ,True,Distribuidor Mediano,G15879578,MADRID,vega.y.sebastián.s.l@hotmail.com,+34875950047,2023-12-07
2748,Tormo y Almeida S.Coop.,True,Taller/Pequeña Empresa,C 13225245,Málaga,tormo.y.almeida.s.co@empresa.es,+34 974 474 859,2025-05-22
1861,Hnos Lerma S.C.P,True,Taller/Pequeña Empresa,a52445044,BARCELONA,hnos.lerma.s.c.p@empresa.es,+34 851 214 614,2025-07-09
3117,Infraestructuras OMK S.Com.,True,Taller/Pequeña Empresa,A-91444950,ZARAGOZA,infraestructuras.omk@empresa.es,+34 978493251,2021-02-26
1902,Despacho TMM S.L.N.E,True,Distribuidor Mediano,L 90380354,Malaga,despacho.tmm.s.l.n.e@gmail.com,+34864 07 87 54,2021-03-06
1352,Pons y Sanmartín S.L.,True,Taller/Pequeña Empresa,V-31865061,madrid,pons.y.sanmartín.s.l@empresa.es,+34955 06 18 09,2020-11-10
2230,Jose Ramón Bartolomé Bayo,False,Consumidor Final,K 33988490,sevilla,jose.ramón.bartolomé@outlook.es,+34843 21 82 31,2024-11-01
4054,Talleres Roldan S.Coop.,True,Taller/Pequeña Empresa,N63262557,Zaragoza,talleres.roldan.s.co@empresa.es,+34977 042 357,2024-12-10
1444,Natanael Palomino-Campos,False,Consumidor Final,u59689143,Zaragoza,natanael.palomino-ca@hotmail.com,+34 724636815,2023-04-14
4561,Abril Cabello Azcona S.Com.,True,Taller/Pequeña Empresa,K50407893,Málaga,abril.cabello.azcona@hotmail.com,+34 821 37 17 17,2021-08-19
1754,Mena y Reina S.L.,True,Distribuidor Mediano,H 78133743,Zaragoza,mena.y.reina.s.l.@outlook.es,+34 824195243,2025-11-05
2737,Comercial Barreda S.Coop.,True,Distribuidor Mediano,H-29310301,sevilla,comercial.barreda.s.@hotmail.com ,+34 987 627 633,2021-07-08
1923,Soler y Rivero S.L.N.E,True,Taller/Pequeña Empresa,l30601268,sevilla,soler.y.rivero.s.l.n@outlook.es,+34974080612,2024-01-13
2666,Galván y asociados S.L.,True,Distribuidor Mediano,S-40616453,Valencia (VLC),galván.y.asociados.s@hotmail.com,+34 943 37 31 18,2020-10-25
4602,Alejandro Mariscal-Castillo S.L.,False,Consumidor Final,R 35891060,ZARAGOZA,alejandro.mariscal-c@hotmail.com,+34984860505,2021-11-12
4293,Doménech y asociados S.L.N.E,True,Taller/Pequeña Empresa,B67813680,BILBAO,doménech.y.asociados@empresa.es,+34985678554,2023-05-03
1311,Consultoría del Mediterráneo S.Coop.,True,Distribuidor Mediano,A26301180,Bizkaia,consultoría.del.medi@empresa.es,+34947 022 356,2026-03-05
2375,Alexandra Díez Rivera,False,Consumidor Final,U 48226119,madrid,alexandra.díez.river@hotmail.com,+34827 123 126,2021-02-13
1548,Saldaña y Almazán S.C.P,True,Taller/Pequeña Empresa,W-47327686,MURCIA,saldaña.y.almazán.s.@gmail.com,,2020-11-10
3424,SERVICIOS ÁLVARO Y ASOCIADOS S.L.L.,True,Taller/Pequeña Empresa,H159451,Comunidad de Madrid,servicios.álvaro.y.a@hotmail.com,+34922 629 258,2024-04-24
2746,Manufacturas Moreno S.A.T.,True,Fabricante Grande,V 210071,VALENCIA,manufacturas.moreno.@gmail.com,+34885 607 429,2025-06-14
3103,Bello y Madrid S.L.N.E,True,Taller/Pequeña Empresa,A-20713289,Zaragoza,bello.y.madrid.s.l.n@empresa.es,+34825 34 47 60,2024-07-20
3850,Campos y Quiroga S.L.L.  ,True,Taller/Pequeña Empresa,K-22881860,MURCIA,campos.y.quiroga.s.l@hotmail.com,+34 806450521,2020-11-14
1306,INFRAESTRUCTURAS MARTÍN & ASOCIADOS S.A.,True,Taller/Pequeña Empresa,J 49148093,Zaragoza,infraestructuras.mar@outlook.es ,+34 880 096 520,2024-04-07
1287,heraclio caballero amigó s.a.d,True,Taller/Pequeña Empresa,D-61792685,ZARAGOZA,heraclio.caballero.a@outlook.es,+34888171467,2023-04-24
1694,Merino & Asociados S.A.,True,Distribuidor Mediano,d86844836,Valencia (VLC),merino.&.asociados.s@gmail.com,+34902954508,2023-11-14
1308,Victoria Palmer Vendrell S.Com.,True,Taller/Pequeña Empresa,k70655283,MURCIA,victoria.palmer.vend@hotmail.com,+34 849 824 172,2024-10-03
3679,Inmobiliaria Tudela S.Com.,True,Taller/Pequeña Empresa,f66798044,BARCELONA,inmobiliaria.tudela.@hotmail.com,+34 948 064 724,2025-10-08
2756,Felipa Mireia Frutos Alemany,False,Consumidor Final,E-53840780,Bilbao,felipa.mireia.frutos@hotmail.com,+34 927 641 849,2021-08-07
3807,Fábrica Iglesias S.L.N.E,True,Distribuidor Mediano,H 68003387,sevilla,fábrica.iglesias.s.l@hotmail.com,+34743704333,2025-08-06
3315,Tecnologías MF S.Coop.,True,Distribuidor Mediano,R80051006,sevilla,tecnologías.mf.s.coo@gmail.com,+34 983 947 672,2020-10-05
1749,Tur y asociados S.L.N.E,True,Taller/Pequeña Empresa,F-25630838,Zaragoza,tur.y.asociados.s.l.@outlook.es,+34 944 56 74 91,2022-11-06
2590,Mir y Alcolea S.A.,True,Taller/Pequeña Empresa,G 27845866,VALENCIA,mir.y.alcolea.s.a.@gmail.com,+34978 418 948,2024-08-02
2170,Pi y Lobo S.L.L.,True,Taller/Pequeña Empresa,W 36076367,Comunidad Valenciana,pi.y.lobo.s.l.l.@hotmail.com,+34 871 74 90 60,2024-07-01
2847,Hermanos Perelló S.A.,True,Distribuidor Mediano,P-47092892,Alacant,hermanos.perelló.s.a@empresa.es,+34 956534460,2026-01-29
2266,soluciones bwk s.a.,True,Taller/Pequeña Empresa,F71212149,CASTELLON,soluciones.bwk.s.a.@hotmail.com,+34823 45 76 83,2025-09-16
3044,Rosalva Aramburu Naranjo,False,Consumidor Final,q18004919,Zaragoza,rosalva.aramburu.nar@outlook.es,+34 912 98 42 41,2024-09-06
3112,Restauración Badía S.A.  ,True,Distribuidor Mediano,C65325710,ALICANTE,restauración.badía.s@gmail.com,+34 942 37 26 31,2023-10-05
1908,Distribuciones RX S.L.N.E,True,Taller/Pequeña Empresa,V58617120,Castellón,distribuciones.rx.s.@empresa.es,+34976 65 02 41,2021-06-24
2953,Viviana Lucas Bertrán S.Coop.,True,Taller/Pequeña Empresa,M-43035177,Comunidad Valenciana,viviana.lucas.bertrá@hotmail.com,+34 983 78 86 53,2023-05-22
1086,Hotel Ortuño & Asociados S.L.,True,Taller/Pequeña Empresa,L 65692629,MALAGA,hotel.ortuño.&.asoci@gmail.com,,2024-01-25
3880,Consultoría Pazos S.Coop.,True,Taller/Pequeña Empresa,F 38825960,SEVILLA,consultoría.pazos.s.@hotmail.com,+34 846794376,2026-02-13
4235,Andres y Bárcena S.Coop.,True,Distribuidor Mediano,V 17429594,ALICANTE,andres.y.bárcena.s.c@outlook.es,+34 846 176 451,2025-11-09
4013,Promociones Españolas S.Coop.,True,Taller/Pequeña Empresa,A-19289070,ZARAGOZA,promociones.española@gmail.com,+34 828774874,2023-05-15
1970,Gual y asociados S.Com.,True,Taller/Pequeña Empresa,C-55417925,Málaga,gual.y.asociados.s.c,+34828376515,2023-09-20
1013,promociones mmd s.a.,True,Distribuidor Mediano,A 81182864,CASTELLON,promociones.mmd.s.a.@outlook.es,+34978 18 22 78,2021-06-12
1873,hnos antúnez s.a.,True,Taller/Pequeña Empresa,p69240493,Castellon,hnos.antúnez.s.a.@empresa.es,+34 846589552,2026-01-05
2723,Quesada & Asociados S.Com.,True,Distribuidor Mediano,V-40812818,Madrid,quesada.&.asociados.@gmail,+34 975 262 942,2020-09-28
1808,SUMINISTROS GL S.A.,True,Taller/Pequeña Empresa,D93925634,Zaragoza,suministros.gl.s.a.@outlook.es,+34886 14 36 37,2024-07-23
4493,Jordi Borrell Esparza,False,Consumidor Final,k60438069,Alacant,jordi.borrell.esparz@gmail.com,+34942 991 548,2021-07-20
1514,Despacho NLHV S.L.,True,Fabricante Grande,E39634895,valencia,despacho.nlhv.s.l.@outlook.es,+34826 011 947,2020-08-09
3917,Armando Ortiz-Abella,False,Consumidor Final,C69597939,MURCIA,armando.ortiz-abella@gmail.com,+34942 32 40 51,2020-10-05
1409,Instalaciones Leiva y asociados S.A.,True,Distribuidor Mediano,l15352233,Bcn,instalaciones.leiva.@gmail.com,+34820224179,2023-02-06
3031,Servicios YWS S.Com.  ,True,Taller/Pequeña Empresa,H-81730341,BARCELONA,servicios.yws.s.com.@gmail.com,,2021-09-25
2337,Alimentación del Noroeste S.A.,True,Taller/Pequeña Empresa,R 45524800,Barna,alimentación.del.nor@hotmail.com,+34880 70 12 42,2024-04-11
2413,hnos ferrera s.com.,True,Distribuidor Mediano,C-10847369,CASTELLON,hnos.ferrera.s.com.@empresa.es,,2021-11-11
3743,Comercializadora Prado S.L.,True,Distribuidor Mediano,P 68950875,Castellón,comercializadora.pra@gmail.com,,2021-01-19
2949,Compañía Vives y asociados S.L.L.,True,Taller/Pequeña Empresa,B161243,Bilbao,compañía.vives.y.aso@empresa.es,+34740277291,2020-07-24
2826,Banca Privada Vicente & Asociados S.Com.,True,Fabricante Grande,F 78995442,murcia,banca.privada.vicent@empresa.es,+34 824 919 074,2024-01-23
3375,Suministros Ibérica S.C.P,True,Taller/Pequeña Empresa,A 70081888,Zaragoza,suministros.ibérica.@outlook.es,+34 887 394 689,2022-09-01
1006,HOTEL MORATA & ASOCIADOS S.A.T.,True,Distribuidor Mediano,F-95225343,Sevilla,hotel.morata.&.asoci@empresa.es,+34 745 64 13 95,2021-09-20
1382,Ramirez y Fonseca S.Coop.,True,Taller/Pequeña Empresa,f68809216,VALENCIA,ramirez.y.fonseca.s.@hotmail.com,+34820184895,2022-06-30
4164,SUMINISTROS NW S.COOP.,True,Distribuidor Mediano,E-14714158,Malaga,suministros.nw.s.coo@outlook.es,+34 976629368,2022-02-17
3659,Logística Avanzadas S.L.,True,Taller/Pequeña Empresa,J 22350942,murcia,logística.avanzadas.@outlook.es,+34 678 83 69 22,2021-08-05
3936,Grupo Andreu S.Com.,True,Taller/Pequeña Empresa,K-55856072,Madrid,grupo.andreu.s.com.@empresa.es,,2024-03-11
4465,Estévez & Asociados S.A.,True,Taller/Pequeña Empresa,A 98234354,ALICANTE,estévez.&.asociados.@outlook.es,+34 887 846 036,2021-08-03
3246,Hnos Almazán S.Com.,True,Distribuidor Mediano,H96585128,Madrid,hnos.almazán.s.com.@empresa.es ,+34887 736 015,2023-05-01
2713,talleres sz s.l.,True,Taller/Pequeña Empresa,C 15058739,Madrid,talleres.sz.s.l.@empresa.es,+34 877 92 51 99,2024-01-18
3372,AZORIN Y POL S.A.,True,Taller/Pequeña Empresa,w83554537,Alacant,azorin.y.pol.s.a.@hotmail.com,+34 983 53 01 01,2025-05-21
3022,Elisabet Nélida Machado Mur,False,Consumidor Final,L87861127,valencia,elisabet.nélida.mach@hotmail.com,+34 877 81 18 08,2021-03-11
2393,Soluciones Martorell & Asociados S.A.,True,Taller/Pequeña Empresa,N-96065526,MALAGA,soluciones.martorell@empresa.es,+34948 258 631,2022-04-12
1552,Juan Bautista Pelayo Espinosa S.A.D  ,True,Taller/Pequeña Empresa,P-80739820,Bilbao,juan.bautista.pelayo@empresa.es,+34745 52 57 82,2023-07-26
4377,Caridad Maestre Montenegro S.L.U.,True,Distribuidor Mediano,V45104446,MADRID,caridad.maestre.mont@gmail.com,+34876216502,2025-09-26
1222,Consultoría HQXK S.Coop.  ,True,Distribuidor Mediano,W91197624,MURCIA,consultoría.hqxk.s.c@gmail.com,+34 977177514,2020-10-02
2382,Anita del Serna,False,Consumidor Final,L 32805637,Barcelona,anita.del.serna@gmail.com,+34 848 450 000,2024-12-15
2096,Flor y asociados S.C.P,True,Distribuidor Mediano,R-60536025,CASTELLON,flor.y.asociados.s.c@hotmail.com,+34722 16 66 70,2025-04-12
4145,HERMANOS BERNAD S.L.,True,Taller/Pequeña Empresa,K71445558,Zaragoza,hermanos.bernad.s.l.@hotmail.com,+34 979443687,2020-12-21
1008,Paredes y Gimenez S.L.U.,True,Taller/Pequeña Empresa,g52235350,valencia,paredes.y.gimenez.s.,+34843 871 012,2024-02-08
1634,Prat y asociados S.A.,True,Distribuidor Mediano,E 39260335,MURCIA,prat.y.asociados.s.a@hotmail.com,,2021-04-10
1316,Luisa Viña Zamora S.Com.,True,Taller/Pequeña Empresa,G-66268745,MURCIA,luisa.viña.zamora.s.@gmail.com,,2025-08-08
2328,Morales y Sancho S.A.,True,Taller/Pequeña Empresa,J 47026058,Zaragoza,morales.y.sancho.s.a@outlook.es,+34921659202,2025-12-26
1427,León Ribes Camacho,False,Consumidor Final,V-34044459,MALAGA,león.ribes.camacho@outlook.es,+34 927 761 228,2022-10-22
2993,Mínguez y Tenorio S.A.,True,Distribuidor Mediano,M28983103,Zaragoza,mínguez.y.tenorio.s.@empresa.es,+34888 043 474,2021-03-11
1105,Servicios Baños S.A.,True,Distribuidor Mediano,R50851122,murcia,servicios.baños.s.a.@gmail.com,+34 741836675,2021-05-27
3619,DESPACHO IBÉRICA S.COM.,True,Taller/Pequeña Empresa,r98402082,CASTELLON,despacho.ibérica.s.c@outlook.es,+34900180295,2022-06-24
1142,Diaz y Saldaña S.Com.,True,Taller/Pequeña Empresa,k21370793,SEVILLA,diaz.y.saldaña.s.com@hotmail.com,+34 803596401,2024-05-10
1121,Álvaro Olmo Menéndez,False,Consumidor Final,h87054398,Bcn,álvaro.olmo.menéndez@gmail.com,+34943 29 14 86,2024-03-13
2937,Toño Figuerola,False,Consumidor Final,M48325967,Zaragoza,toño.figuerola@gmail.com,+34 947 109 441,2026-01-17
3868,Distribuciones Real y asociados S.L.U.,True,Taller/Pequeña Empresa,N-23135458,BILBAO,distribuciones.real.@gmail.com,+34984 963 558,2023-03-22
4474,Rufino Andrés Cabanillas,False,Consumidor Final,Q-47918686,Castellon,rufino.andrés.cabani@empresa.es,+34882 286 690,2022-10-08
2189,Franco & Asociados S.L.N.E,True,Taller/Pequeña Empresa,E-925336,Alicante,franco.&.asociados.s@empresa.es,+34 902 15 95 97,2023-03-25
3639,talleres del norte s.l.,True,Taller/Pequeña Empresa,N-66033776,CASTELLON,talleres.del.norte.s@gmail.com,+34 879 540 476,2021-07-02
4147,Promociones Valls y asociados S.Com.,True,Taller/Pequeña Empresa,J 69620685,ALICANTE,promociones.valls.y.@hotmail.com,+34 985 24 87 41,2022-01-27
3857,Transportes Chamorro y asociados S.A.,True,Fabricante Grande,j98484809,ALICANTE,transportes.chamorro@empresa.es,+34 900 685 902,2026-01-19
2689,Soluciones Laguna & Asociados S.Coop.,True,Taller/Pequeña Empresa,w75941954,ALICANTE,soluciones.laguna.&.@empresa.es,+34 849230958,2022-11-30
1115,Bárbara Sabater Bayo,False,Consumidor Final,U 88566318,sevilla,bárbara.sabater.bayo@outlook.es,+34 976 744 905,2023-06-01
3071,HNOS FEIJOO S.L.L.,True,Taller/Pequeña Empresa,E29027158,ZARAGOZA,hnos.feijoo.s.l.l.@hotmail.com,+34 846031977,2023-03-17
4233,INDUSTRIAS ZBEV S.A.,True,Distribuidor Mediano,P-906613,ZARAGOZA,industrias.zbev.s.a.@empresa.es,,2024-10-29
2885,Ayllón y Cáceres S.Coop.,True,Taller/Pequeña Empresa,W 64508893,murcia,ayllón.y.cáceres.s.c@empresa.es,+34922468627,2021-07-26
4443,Encarnacion Ripoll-Alonso,False,Consumidor Final,H92686518,ALICANTE,encarnacion.ripoll-a@outlook.es,+34 843 12 46 76,2024-12-16
4392,Ismael Cepeda Gilabert,False,Consumidor Final,M 69180122,Alacant,ismael.cepeda.gilabe@gmail.com,,2022-10-05
4575,TAPIA & ASOCIADOS S.COM.,True,Taller/Pequeña Empresa,G-11294689,Barna,tapia.&.asociados.s.@hotmail.com,+34821 902 231,2024-05-18
3457,RESTAURACIÓN ESPAÑOLAS S.A.,True,Taller/Pequeña Empresa,C 85824274,Barna,restauración.español@hotmail.com,+34974 590 017,2024-10-22
3676,Grupo Codina S.Coop.,True,Taller/Pequeña Empresa,C-93994747,CASTELLON,grupo.codina.s.coop.@hotmail.com,+34 975 742 705,2022-02-21
1672,Inversiones Ramírez S.Com.,True,Distribuidor Mediano,D 72959166,Zaragoza,inversiones.ramírez.gmail.com,+34 981 32 58 23,2023-08-03
3488,juana amor fernandez s.a.,True,Taller/Pequeña Empresa,N-59987814,Sevilla,juana.amor.fernandez@gmail.com,+34 947 870 941,2021-03-30
1091,Amador Mosquera Giralt S.L.,True,Taller/Pequeña Empresa,C 97219599,Madrid,amador.mosquera.gira@outlook.es,+34 975461200,2022-04-01
2109,Minería XRW S.L.L.,True,Distribuidor Mediano,u20817074,Barcelona,minería.xrw.s.l.l.@empresa.es ,+34 901316704,2024-09-10
3149,Nazario Canals Escudero,False,Consumidor Final,B50369409,MURCIA,nazario.canals.escud@outlook.es,,2024-03-10
1591,Minería Española S.L.,True,Taller/Pequeña Empresa,J856593,Castellón,minería.española.s.l@outlook.es,+34901 846 853,2022-11-18
3114,Compañía Martín & Asociados S.A.,True,Taller/Pequeña Empresa,A-83398701,Castellón,compañía.martín.&.as@outlook.es,,2025-10-30
4379,amador & asociados s.a.u,True,Taller/Pequeña Empresa,a98782416,MALAGA,amador.&.asociados.s@outlook.es,+34 735 06 67 14,2023-08-10
4236,Ruth Soler Arjona S.A.,True,Distribuidor Mediano,M64544411,Comunidad Valenciana,ruth.soler.arjona.s.gmail.com,+34 846 380 453,2022-04-03
1888,Marin y Ortuño S.Com.,True,Distribuidor Mediano,L 59765936,ZARAGOZA,marin.y.ortuño.s.com@empresa.es,+34828 256 253,2020-11-30
3310,María Puente Arévalo S.A.U,True,Taller/Pequeña Empresa,K 49726089,Bilbao,maría.puente.arévalo@gmail.com,+34 806 409 346,2024-06-08
4199,Instalaciones del Sur S.Com.,True,Taller/Pequeña Empresa,F-11289419,Madrid,instalaciones.del.su@outlook.es,+34 730 782 446,2022-12-22
2576,Tecnologías ZIZF S.Com.,True,Fabricante Grande,L-14359404,murcia,tecnologías.zizf.s.c@hotmail.com,+34 939625719,2023-02-10
3370,Manufacturas Salinas S.A.,True,Taller/Pequeña Empresa,K 76168894,MALAGA,manufacturas.salinas@hotmail.com ,+34742503857,2022-12-16
2714,Enríquez y asociados S.L.,True,Distribuidor Mediano,D-37151869,ZARAGOZA,enríquez.y.asociados@empresa.es,+34827712227,2025-12-07
1213,CUSTODIO CERDÁ MAYO S.A.,True,Distribuidor Mediano,D-56676884,ZARAGOZA,custodio.cerdá.mayo.@outlook.es,+34944 596 575,2022-12-22
1778,DIÉGUEZ Y BARBERO S.A.,True,Taller/Pequeña Empresa,V 59604988,madrid,diéguez.y.barbero.s.@gmail.com,+34976 20 18 59,2022-12-29
4212,Compañía Diez S.Coop.,True,Distribuidor Mediano,J 43422280,Valencia,compañía.diez.s.coop@hotmail.com,+34 863189672,2020-09-12
2448,Otilia Nydia Iglesia Vera,False,Consumidor Final,w69799828,SEVILLA,otilia.nydia.iglesia@empresa.es,+34888249598,2023-09-06
3252,Mínguez y Laguna S.L.L.  ,True,Taller/Pequeña Empresa,E23809073,Sevilla,mínguez.y.laguna.s.l@outlook.es,+34 848 72 40 00,2024-06-17
1800,Gelabert y Mayol S.L.N.E,True,Taller/Pequeña Empresa,d11131640,Bcn,gelabert.y.mayol.s.l@hotmail.com,+34983 07 97 05,2020-07-13
3997,Hotel Sanmartín y asociados S.A.,True,Taller/Pequeña Empresa,p46436071,Castellón,hotel.sanmartín.y.as@empresa.es,+34 845 170 470,2021-02-19
3095,INMOBILIARIA PALAU Y ASOCIADOS S.COOP.,True,Taller/Pequeña Empresa,c29254771,Bilbao,inmobiliaria.palau.y@outlook.es,+34883 67 94 03,2025-03-17
3155,Rincón y Carrera S.Com.,True,Distribuidor Mediano,D 220770,Málaga,rincón.y.carrera.s.c@gmail.com,+34988 01 99 03,2022-03-06
2567,Hnos Pomares S.A.,True,Distribuidor Mediano,F 37392942,Castellón,hnos.pomares.s.a.@gmail.com,+34 823435614,2020-11-07
3768,Suministros Tena y asociados S.A.,True,Taller/Pequeña Empresa,b85066320,Zaragoza,suministros.tena.y.a@empresa.es,+34 878 71 20 63,2021-02-07
4227,Banco Nicolás & Asociados S.Com.  ,True,Taller/Pequeña Empresa,K78905447,Sevilla,banco.nicolás.&.asoc@gmail.com,,2024-08-16
2518,Compañía YMB S.L.,True,Distribuidor Mediano,D 19043872,Zaragoza,compañía.ymb.s.l.@empresa.es,+34 888 80 18 64,2022-03-31
3147,RÉGULO ESPEJO MORALES S.L.,True,Taller/Pequeña Empresa,S 11298102,Bizkaia,régulo.espejo.morale@hotmail.com,+34844 926 456,2021-09-04
4285,Fábrica JZQ S.L.,True,Distribuidor Mediano,Q 42482494,MURCIA,fábrica.jzq.s.l.@empresa.es,+34915070264,2020-08-06
2343,hotel wocx s.com.,True,Taller/Pequeña Empresa,v79601473,MURCIA,hotel.wocx.s.com.@outlook.es,+34928 30 07 30,2023-10-12
1273,Cebrián de Huguet,False,Consumidor Final,e22780905,Castellon,cebrián.de.huguet@gmail.com,+34 880 480 396,2022-07-16
2812,FARMACEÚTICA DEL NOROESTE S.A.,True,Taller/Pequeña Empresa,J 87748149,ZARAGOZA,farmaceútica.del.nor@hotmail.com,+34 987 900 346,2023-07-10
1071,VALENTÍN Y ASOCIADOS S.L.,True,Distribuidor Mediano,V 30024960,Barcelona,valentín.y.asociados@gmail,+34873482477,2021-03-12
1720,Elodia Fuster Guijarro,False,Consumidor Final,V32833506,Malaga,elodia.fuster.guijar@gmail.com,+34888817058,2020-07-24
2740,Rosa María Crespo,False,Consumidor Final,f25633534,CASTELLON,rosa.maría.crespo@outlook.es,+34 873392188,2024-09-13
2087,Servicios Iberia S.L.L.,True,Distribuidor Mediano,K 30773615,Bizkaia,servicios.iberia.s.l@gmail.com,+34846587964,2021-10-24
1394,INMOBILIARIA CS S.A.,True,Taller/Pequeña Empresa,u16519170,murcia,inmobiliaria.cs.s.a.@outlook.es,+34845 702 672,2026-03-22
