cliente_id,nombre_cliente,es_empresa,segmento,nif,provincia,email,telefono,fecha_alta,nif_valido,email_valido,telefono_valido
3857,Transportes Chamorro Y Asociados S.A.,True,Fabricante Grande,J98484809,Alicante,transportes.chamorro@empresa.es,+34 900 685 902,2026-01-19,Válido,Válido,Válido
2689,Soluciones Laguna & Asociados S.Coop.,True,Taller/Pequeña Empresa,W75941954,Alicante,soluciones.laguna.&.@empresa.es,+34 849230958,2022-11-30,Válido,Válido,Válido
1115,Bárbara Sabater Bayo,False,Consumidor Final,U88566318,Sevilla,bárbara.sabater.bayo@outlook.es,+34 976 744 905,2023-06-01,Válido,Válido,Válido
3071,Hnos Feijoo S.L.L.,True,Taller/Pequeña Empresa,E29027158,Zaragoza,hnos.feijoo.s.l.l.@hotmail.com,+34 846031977,2023-03-17,Válido,Válido,Válido
4233,Industrias Zbev S.A.,True,Distribuidor Mediano,P906613,Zaragoza,industrias.zbev.s.a.@empresa.es,,2024-10-29,Revisar,Válido,Revisar
2885,Ayllón Y Cáceres S.Coop.,True,Taller/Pequeña Empresa,W64508893,Murcia,ayllón.y.cáceres.s.c@empresa.es,+34922468627,2021-07-26,Válido,Válido,Válido
4443,Encarnacion Ripoll-Alonso,False,Consumidor Final,H92686518,Alicante,encarnacion.ripoll-a@outlook.es,+34 843 12 46 76,2024-12-16,Válido,Válido,Válido
4392,Ismael Cepeda Gilabert,False,Consumidor Final,M69180122,Alicante,ismael.cepeda.gilabe@gmail.com,,2022-10-05,Válido,Válido,Revisar
4575,Tapia & Asociados S.Com.,True,Taller/Pequeña Empresa,G11294689,Barcelona,tapia.&.asociados.s.@hotmail.com,+34821 902 231,2024-05-18,Válido,Válido,Válido
3457,Restauración Españolas S.A.,True,Taller/Pequeña Empresa,C85824274,Barcelona,restauración.español@hotmail.com,+34974 590 017,2024-10-22,Válido,Válido,Válido
3676,Grupo Codina S.Coop.,True,Taller/Pequeña Empresa,C93994747,Castellón,grupo.codina.s.coop.@hotmail.com,+34 975 742 705,2022-02-21,Válido,Válido,Válido
1672,Inversiones Ramírez S.Com.,True,Distribuidor Mediano,D72959166,Zaragoza,inversiones.ramírez.gmail.com,+34 981 32 58 23,2023-08-03,Válido,Revisar,Válido
3488,Juana Amor Fernandez S.A.,True,Taller/Pequeña Empresa,N59987814,Sevilla,juana.amor.fernandez@gmail.com,+34 947 870 941,2021-03-30,Válido,Válido,Válido
1091,Amador Mosquera Giralt S.L.,True,Taller/Pequeña Empresa,C97219599,Madrid,amador.mosquera.gira@outlook.es,+34 975461200,2022-04-01,Válido,Válido,Válido
2109,Minería Xrw S.L.L.,True,Distribuidor Mediano,U20817074,Barcelona,minería.xrw.s.l.l.@empresa.es ,+34 901316704,2024-09-10,Válido,Válido,Válido
3149,Nazario Canals Escudero,False,Consumidor Final,B50369409,Murcia,nazario.canals.escud@outlook.es,,2024-03-10,Válido,Válido,Revisar
1591,Minería Española S.L.,True,Taller/Pequeña Empresa,J856593,Castellón,minería.española.s.l@outlook.es,+34901 846 853,2022-11-18,Revisar,Válido,Válido
3114,Compañía Martín & Asociados S.A.,True,Taller/Pequeña Empresa,A83398701,Castellón,compañía.martín.&.as@outlook.es,,2025-10-30,Válido,Válido,Revisar
4379,Amador & Asociados S.A.U,True,Taller/Pequeña Empresa,A98782416,Málaga,amador.&.asociados.s@outlook.es,+34 735 06 67 14,2023-08-10,Válido,Válido,Válido
4236,Ruth Soler Arjona S.A.,True,Distribuidor Mediano,M64544411,Valencia,ruth.soler.arjona.s.gmail.com,+34 846 380 453,2022-04-03,Válido,Revisar,Válido
1888,Marin Y Ortuño S.Com.,True,Distribuidor Mediano,L59765936,Zaragoza,marin.y.ortuño.s.com@empresa.es,+34828 256 253,2020-11-30,Válido,Válido,Válido
3310,María Puente Arévalo S.A.U,True,Taller/Pequeña Empresa,K49726089,Bilbao,maría.puente.arévalo@gmail.com,+34 806 409 346,2024-06-08,Válido,Válido,Válido
4199,Instalaciones Del Sur S.Com.,True,Taller/Pequeña Empresa,F11289419,Madrid,instalaciones.del.su@outlook.es,+34 730 782 446,2022-12-22,Válido,Válido,Válido
2576,Tecnologías Zizf S.Com.,True,Fabricante Grande,L14359404,Murcia,tecnologías.zizf.s.c@hotmail.com,+34 939625719,2023-02-10,Válido,Válido,Válido
3370,Manufacturas Salinas S.A.,True,Taller/Pequeña Empresa,K76168894,Málaga,manufacturas.salinas@hotmail.com ,+34742503857,2022-12-16,Válido,Válido,Válido
2714,Enríquez Y Asociados S.L.,True,Distribuidor Mediano,D37151869,Zaragoza,enríquez.y.asociados@empresa.es,+34827712227,2025-12-07,Válido,Válido,Válido
1213,Custodio Cerdá Mayo S.A.,True,Distribuidor Mediano,D56676884,Zaragoza,custodio.cerdá.mayo.@outlook.es,+34944 596 575,2022-12-22,Válido,Válido,Válido
1778,Diéguez Y Barbero S.A.,True,Taller/Pequeña Empresa,V59604988,Madrid,diéguez.y.barbero.s.@gmail.com,+34976 20 18 59,2022-12-29,Válido,Válido,Válido
4212,Compañía Diez S.Coop.,True,Distribuidor Mediano,J43422280,Valencia,compañía.diez.s.coop@hotmail.com,+34 863189672,2020-09-12,Válido,Válido,Válido
2448,Otilia Nydia Iglesia Vera,False,Consumidor Final,W69799828,Sevilla,otilia.nydia.iglesia@empresa.es,+34888249598,2023-09-06,Válido,Válido,Válido
3252,Mínguez Y Laguna S.L.L.,True,Taller/Pequeña Empresa,E23809073,Sevilla,mínguez.y.laguna.s.l@outlook.es,+34 848 72 40 00,2024-06-17,Válido,Válido,Válido
1800,Gelabert Y Mayol S.L.N.E,True,Taller/Pequeña Empresa,D11131640,Barcelona,gelabert.y.mayol.s.l@hotmail.com,+34983 07 97 05,2020-07-13,Válido,Válido,Válido
3997,Hotel Sanmartín Y Asociados S.A.,True,Taller/Pequeña Empresa,P46436071,Castellón,hotel.sanmartín.y.as@empresa.es,+34 845 170 470,2021-02-19,Válido,Válido,Válido
3095,Inmobiliaria Palau Y Asociados S.Coop.,True,Taller/Pequeña Empresa,C29254771,Bilbao,inmobiliaria.palau.y@outlook.es,+34883 67 94 03,2025-03-17,Válido,Válido,Válido
3155,Rincón Y Carrera S.Com.,True,Distribuidor Mediano,D220770,Málaga,rincón.y.carrera.s.c@gmail.com,+34988 01 99 03,2022-03-06,Revisar,Válido,Válido
2567,Hnos Pomares S.A.,True,Distribuidor Mediano,F37392942,Castellón,hnos.pomares.s.a.@gmail.com,+34 823435614,2020-11-07,Válido,Válido,Válido
3768,Suministros Tena Y Asociados S.A.,True,Taller/Pequeña Empresa,B85066320,Zaragoza,suministros.tena.y.a@empresa.es,+34 878 71 20 63,2021-02-07,Válido,Válido,Válido
4227,Banco Nicolás & Asociados S.Com.,True,Taller/Pequeña Empresa,K78905447,Sevilla,banco.nicolás.&.asoc@gmail.com,,2024-08-16,Válido,Válido,Revisar
2518,Compañía Ymb S.L.,True,Distribuidor Mediano,D19043872,Zaragoza,compañía.ymb.s.l.@empresa.es,+34 888 80 18 64,2022-03-31,Válido,Válido,Válido
3147,Régulo Espejo Morales S.L.,True,Taller/Pequeña Empresa,S11298102,Bizkaia,régulo.espejo.morale@hotmail.com,+34844 926 456,2021-09-04,Válido,Válido,Válido
4285,Fábrica Jzq S.L.,True,Distribuidor Mediano,Q42482494,Murcia,fábrica.jzq.s.l.@empresa.es,+34915070264,2020-08-06,Válido,Válido,Válido
2343,Hotel Wocx S.Com.,True,Taller/Pequeña Empresa,V79601473,Murcia,hotel.wocx.s.com.@outlook.es,+34928 30 07 30,2023-10-12,Válido,Válido,Válido
1273,Cebrián De Huguet,False,Consumidor Final,E22780905,Castellón,cebrián.de.huguet@gmail.com,+34 880 480 396,2022-07-16,Válido,Válido,Válido
2812,Farmaceútica Del Noroeste S.A.,True,Taller/Pequeña Empresa,J87748149,Zaragoza,farmaceútica.del.nor@hotmail.com,+34 987 900 346,2023-07-10,Válido,Válido,Válido
1071,Valentín Y Asociados S.L.,True,Distribuidor Mediano,V30024960,Barcelona,valentín.y.asociados@gmail,+34873482477,2021-03-12,Válido,Revisar,Válido
1720,Elodia Fuster Guijarro,False,Consumidor Final,V32833506,Málaga,elodia.fuster.guijar@gmail.com,+34888817058,2020-07-24,Válido,Válido,Válido
2740,Rosa María Crespo,False,Consumidor Final,F25633534,Castellón,rosa.maría.crespo@outlook.es,+34 873392188,2024-09-13,Válido,Válido,Válido
2087,Servicios Iberia S.L.L.,True,Distribuidor Mediano,K30773615,Bizkaia,servicios.iberia.s.l@gmail.com,+34846587964,2021-10-24,Válido,Válido,Válido
1394,Inmobiliaria Cs S.A.,True,Taller/Pequeña Empresa,U16519170,Murcia,inmobiliaria.cs.s.a.@outlook.es,+34845 702 672,2026-03-22,Válido,Válido,Válido
1583,Distribuciones Tur Y Asociados S.A.,True,Taller/Pequeña Empresa,F38348941,Málaga,distribuciones.tur.y@empresa.es,+34 943 71 97 88,2023-10-15,Válido,Válido,Válido
4518,Elba Roig Valbuena Sl,False,Consumidor Final,L29799484,Sevilla,elba.roig.valbuena@hotmail.com,+34 880 058 868,2021-03-19,Válido,Válido,Válido
3970,Industrias Cerezo S.C.P,True,Taller/Pequeña Empresa,K96923464,Málaga,industrias.cerezo.s.@outlook.es,+34979220373,2021-10-27,Válido,Válido,Válido
3452,Perelló Y Asociados S.A.T.,True,Taller/Pequeña Empresa,Q92934499,Zaragoza,perelló.y.asociados.@empresa.es,+34912 328 555,2023-09-04,Válido,Válido,Válido
1500,Inversiones Croy S.Coop.,True,Taller/Pequeña Empresa,V937479,Alicante,inversiones.croy.s.c@gmail.com,+34 976 956 544,2021-06-17,Revisar,Válido,Válido
3467,Restauración Blanch S.L.N.E,True,Fabricante Grande,E14304580,Valencia,restauración.blanch.@empresa.es,+34 979 89 25 94,2022-10-07,Válido,Válido,Válido
3697,Restauración Rq S.Coop.,True,Taller/Pequeña Empresa,E82003712,Castellón,restauración.rq.s.co@outlook.es,+34 824 749 058,2022-03-19,Válido,Válido,Válido
3460,Gerónimo Del Águila,False,Consumidor Final,V94851039,Murcia,gerónimo.del.águila@hotmail.com,+34946 070 722,2023-07-27,Válido,Válido,Válido
4612,Albano Borja Montalbán S.Coop. S.L.,True,Taller/Pequeña Empresa,V72712813,Castellón,albano.borja.montalb@hotmail.com,+34927919457,2022-07-23,Válido,Válido,Válido
4323,Saez Y Asociados S.L.L.,True,Taller/Pequeña Empresa,B64635982,Castellón,saez.y.asociados.s.l@outlook.es,+34 843 82 26 19,2024-04-07,Válido,Válido,Válido
4284,Logística Del Levante S.A.D,True,Taller/Pequeña Empresa,F54956105,Madrid,logística.del.levant@empresa.es,+34 806 89 23 33,2024-04-01,Válido,Válido,Válido
3115,Acedo & Asociados S.L.,True,Distribuidor Mediano,D78331604,Alicante,acedo.&.asociados.s.@hotmail.com,+34 923 513 444,2025-07-12,Válido,Válido,Válido
2763,Supermercados Andreu Y Asociados S.Coop.,True,Taller/Pequeña Empresa,J52873862,Madrid,supermercados.andreu@gmail.com,+34977 64 84 55,2023-12-07,Válido,Válido,Válido
3757,Aitor Ibarra Lladó,False,Consumidor Final,G802003,Zaragoza,aitor.ibarra.lladó@gmail.com,+34883 95 60 71,2021-12-20,Revisar,Válido,Válido
2259,Inocencio Reguera Bustamante S.A.,True,Taller/Pequeña Empresa,N49236254,Murcia,inocencio.reguera.bu@empresa.es,+34841 90 87 18,2021-07-16,Válido,Válido,Válido
3722,Sol Araujo Moya S.A.,True,Taller/Pequeña Empresa,D79361537,Barcelona,sol.araujo.moya.s.a.@gmail.com,+34 880 13 29 88,2025-06-25,Válido,Válido,Válido
4142,Grupo Anguita S.A.D,True,Taller/Pequeña Empresa,D48146483,Málaga,grupo.anguita.s.a.d@empresa.es,,2025-09-24,Válido,Válido,Revisar
4221,Narcisa Reina Cerdá S.L.N.E,True,Distribuidor Mediano,S29077793,Alicante,narcisa.reina.cerdá.@empresa.es,+34 702515386,2025-07-11,Válido,Válido,Válido
1205,Banco Escobar Y Asociados S.A.,True,Fabricante Grande,K77447155,Sevilla,banco.escobar.y.asoc@hotmail.com,+34 874 92 61 42,2023-09-28,Válido,Válido,Válido
1733,Comercializadora Ibéricos S.L.N.E,True,Taller/Pequeña Empresa,L22657432,Bizkaia,comercializadora.ibé@hotmail.com,+34 825 22 06 81,2025-03-09,Válido,Válido,Válido
2176,Comercial Del Mediterráneo S.Com.,True,Taller/Pequeña Empresa,W85874940,Murcia,comercial.del.medite@gmail.com,+34888813235,2024-04-12,Válido,Válido,Válido
1526,Despacho Ribes & Asociados S.L.,True,Taller/Pequeña Empresa,S43204410,Madrid,despacho.ribes.&.aso@hotmail.com,+34 848 739 021,2025-01-17,Válido,Válido,Válido
3852,Arnau Y Benet S.L.,True,Distribuidor Mediano,R14925845,Castellón,arnau.y.benet.s.l.@hotmail.com,+34 981140834,2022-12-10,Válido,Válido,Válido
3045,Hnos Martorell S.L.,True,Taller/Pequeña Empresa,G84599555,Madrid,hnos.martorell.s.l.@empresa.es,+34842 740 675,2023-05-30,Válido,Válido,Válido
1898,Tecnologías Del Sur S.L.N.E,True,Fabricante Grande,L21964091,Bilbao,tecnologías.del.sur.@gmail.com,+34920 73 14 41,2022-07-12,Válido,Válido,Válido
1377,Infraestructuras Roda Y Asociados S.Coop.,True,Fabricante Grande,S22090691,Valencia,infraestructuras.rod@gmail.com,+34944368872,2022-08-17,Válido,Válido,Válido
3554,Despacho Del Sur S.L.L.,True,Distribuidor Mediano,B10639872,Madrid,despacho.del.sur.s.l@gmail.com,+34985 881 893,2020-09-19,Válido,Válido,Válido
2559,Tadeo Rodríguez Ojeda,False,Consumidor Final,L29838164,Barcelona,tadeo.rodríguez.ojed@outlook.es,+34 849 44 45 44,2022-12-15,Válido,Válido,Válido
3293,Infraestructuras Nypq S.L.,True,Taller/Pequeña Empresa,S70682782,Murcia,infraestructuras.nyp@hotmail.com,+34878 511 745,2025-04-06,Válido,Válido,Válido
4249,Infraestructuras Sainz S.L.,True,Taller/Pequeña Empresa,Q80422146,Sevilla,infraestructuras.sai@hotmail.com,+34 921 399 875,2024-11-22,Válido,Válido,Válido
1348,Familia Oliva S.Com.,True,Taller/Pequeña Empresa,F79158328,Alicante,familia.oliva.s.com.@hotmail.com,+34880 056 164,2023-08-09,Válido,Válido,Válido
1386,Osuna Y Villalonga S.Coop.,True,Taller/Pequeña Empresa,F765498,Madrid,osuna.y.villalonga.s@outlook.es,+34883 34 16 51,2023-09-08,Revisar,Válido,Válido
1198,Catalina Barral Zamora,False,Consumidor Final,K53106399,Zaragoza,catalina.barral.zamo@gmail.com,+34741006231,2024-07-25,Válido,Válido,Válido
4557,Promociones Santamaria Y Asociados S.L.N.E.,True,Distribuidor Mediano,S39917031,Zaragoza,promociones.santamar@hotmail.com,,2020-07-01,Válido,Válido,Revisar
2709,Infraestructuras Ayllón S.Com.,True,Taller/Pequeña Empresa,L39832632,Zaragoza,infraestructuras.ayl@gmail.com,+34 988 38 72 72,2022-06-13,Válido,Válido,Válido
2050,Paloma Merche Cadenas Piña,False,Consumidor Final,J60943206,Valencia,paloma.merche.cadena@empresa.es,+34 983 15 46 60,2021-07-22,Válido,Válido,Válido
1590,Gonzalez Y Briones S.L.,True,Distribuidor Mediano,P54495054,Sevilla,gonzalez.y.briones.s@hotmail.com,+34 825954198,2023-03-26,Válido,Válido,Válido
1519,Macaria Falcó Chaves S.A.,True,Distribuidor Mediano,M32717056,Sevilla,macaria.falcó.chaves@empresa.es,+34 739376184,2023-05-16,Válido,Válido,Válido
4189,Instalaciones Integrales S.L.,True,Taller/Pequeña Empresa,U53012551,Zaragoza,instalaciones.integr@gmail.com,+34875 32 46 56,2025-06-01,Válido,Válido,Válido
2628,Izaguirre Y Priego S.A.,True,Distribuidor Mediano,M53169846,Zaragoza,izaguirre.y.priego.s@hotmail.com,+34807593777,2022-07-18,Válido,Válido,Válido
3941,Despacho Integrales S.L.L.,True,Taller/Pequeña Empresa,E57356259,Sevilla,despacho.integrales.@empresa.es,+34 922538151,2023-07-31,Válido,Válido,Válido
3476,Ayala Y Marí S.A.,True,Distribuidor Mediano,M21232956,Murcia,ayala.y.marí.s.a.@hotmail,+34943 930 326,2025-05-10,Válido,Revisar,Válido
1429,Peral Y Asociados S.L.,True,Distribuidor Mediano,J79977486,Murcia,peral.y.asociados.s.,+34 955 93 98 36,2024-11-24,Válido,Revisar,Válido
2083,Francisco Del Vaquero,False,Consumidor Final,V42567348,Zaragoza,francisco.del.vaquer@empresa.es,+34902712705,2025-08-20,Válido,Válido,Válido
3778,Odalis Silva Aragón S.A.,True,Taller/Pequeña Empresa,P74426988,Murcia,odalis.silva.aragón.@hotmail.com,+34948279595,2025-07-15,Válido,Válido,Válido
3170,Hnos Ramón S.A.,True,Taller/Pequeña Empresa,B13158362,Valencia,hnos.ramón.s.a.@empresa.es,,2023-05-20,Válido,Válido,Revisar
1207,Manufacturas Nxuo S.A.,True,Taller/Pequeña Empresa,S20988446,Bizkaia,manufacturas.nxuo.s.@hotmail.com,+34885 773 586,2022-12-24,Válido,Válido,Válido
1491,Grupo Company S.Coop.,True,Taller/Pequeña Empresa,R87990837,Madrid,grupo.company.s.coop@hotmail.com,+34888699733,2024-06-01,Válido,Válido,Válido
3574,Vito Calatayud Espinosa S.Com.,True,Distribuidor Mediano,D75269328,Zaragoza,vito.calatayud.espin@empresa.es,+34928 89 04 18,2025-05-22,Válido,Válido,Válido
2809,Construcción Garrido & Asociados S.C.P,True,Distribuidor Mediano,V55672278,Castellón,construcción.garrido@hotmail.com,+34879 81 09 79,2022-04-12,Válido,Válido,Válido
3069,Infraestructuras Avanzadas S.L.N.E,True,Taller/Pequeña Empresa,B264920,Zaragoza,infraestructuras.ava@hotmail.com,+34803260294,2022-01-19,Revisar,Válido,Válido
4529,Consultoría Balaguer S.Com..,True,Taller/Pequeña Empresa,F93536989,Valencia,consultoría.balaguer@empresa.es,+34 822640787,2025-07-02,Válido,Válido,Válido
1792,Escrivá Y Ochoa S.L.L.,True,Taller/Pequeña Empresa,S95335496,Alicante,escrivá.y.ochoa.s.l.@empresa.es,+34986896792,2021-12-27,Válido,Válido,Válido
4012,Minería Arribas S.A.,True,Taller/Pequeña Empresa,A65575602,Murcia,minería.arribas.s.a.@gmail.com,+34926 16 74 86,2024-03-03,Válido,Válido,Válido
4180,Hnos Criado S.Coop.,True,Distribuidor Mediano,L30453841,Murcia,hnos.criado.s.coop.@hotmail.com,+34 988 958 247,2023-03-21,Válido,Válido,Válido
2186,Manufacturas Iberia S.L.,True,Taller/Pequeña Empresa,M51037113,Valencia,manufacturas.iberia.@hotmail.com,+34 984627036,2023-10-05,Válido,Válido,Válido
2185,Haroldo Cid,False,Consumidor Final,U57036977,Sevilla,haroldo.cid@hotmail.com,+34 976187496,2020-10-15,Válido,Válido,Válido
2550,Ángel Cózar Baeza,False,Consumidor Final,M70734656,Valencia,ángel.cózar.baeza@hotmail.com,+34873843753,2022-12-21,Válido,Válido,Válido
3340,Comercializadora Espinosa Y Asociados S.Coop.,True,Taller/Pequeña Empresa,G19736503,Alicante,comercializadora.esp@hotmail.com,+34 820 47 62 12,2024-07-24,Válido,Válido,Válido
2915,Cabañas & Asociados S.A.,True,Taller/Pequeña Empresa,S27673668,Castellón,cabañas.&.asociados.@gmail.com,+34 972131753,2024-08-26,Válido,Válido,Válido
3005,Servicios Montoya S.A.,True,Taller/Pequeña Empresa,D19089333,Alicante,servicios.montoya.s.@outlook.es,+34923164693,2025-06-25,Válido,Válido,Válido
3706,Comercializadora Luján S.Coop.,True,Distribuidor Mediano,M63073432,Castellón,comercializadora.luj@outlook.es,+34882 984 746,2020-07-11,Válido,Válido,Válido
2530,Supermercados Bayo S.Com.,True,Taller/Pequeña Empresa,D11483935,Valencia,supermercados.bayo.s@hotmail.com,+34811413193,2022-07-22,Válido,Válido,Válido
2410,Hnos Correa S.L.,True,Distribuidor Mediano,L71842562,Valencia,hnos.correa.s.l.@gmail.com,+34 821 53 12 34,2025-08-28,Válido,Válido,Válido
2476,Goyo Cortes Antúnez,False,Consumidor Final,P92371735,Sevilla,goyo.cortes.antúnez@gmail.com,+34921 291 876,2025-09-02,Válido,Válido,Válido
3889,Ciriaco Francisco Iniesta,False,Consumidor Final,D50239060,Bizkaia,ciriaco.francisco.in@empresa.es,,2024-04-03,Válido,Válido,Revisar
2797,Comercializadora Revilla & Asociados S.A.,True,Distribuidor Mediano,P94599602,Zaragoza,comercializadora.rev@empresa.es,+34826 97 53 58,2025-07-06,Válido,Válido,Válido
1083,Talleres Jara & Asociados S.L.N.E,True,Distribuidor Mediano,F42117961,Castellón,talleres.jara.&.asoc@gmail.com,,2023-03-05,Válido,Válido,Revisar
3864,Alegria Y Mur S.Coop.,True,Taller/Pequeña Empresa,U26708168,Málaga,alegria.y.mur.s.coop@hotmail.com,+34 878423221,2020-07-14,Válido,Válido,Válido
3700,Saldaña Y Asociados S.C.P,True,Taller/Pequeña Empresa,G83843003,Alicante,saldaña.y.asociados.@outlook.es,+34739 998 632,2021-12-25,Válido,Válido,Válido
1020,Restauración Abril S.L.U.,True,Taller/Pequeña Empresa,N18135295,Zaragoza,restauración.abril.s@gmail,+34 884746872,2021-08-03,Válido,Revisar,Válido
3599,Despacho Del Sur S.L.,True,Distribuidor Mediano,D20394529,Málaga,despacho.del.sur.s.l@hotmail.com,+34 943871413,2022-01-26,Válido,Válido,Válido
2627,Construcción Hervás S.Com.,True,Taller/Pequeña Empresa,J79241678,Valencia,construcción.hervás.@outlook.es,+34 872 028 165,2025-08-05,Válido,Válido,Válido
3157,Clarisa Báez Torralba S.L.L.,True,Taller/Pequeña Empresa,Q87466401,Murcia,clarisa.báez.torralb@outlook.es,+34 826 386 015,2025-01-09,Válido,Válido,Válido
3184,Inversiones Udsh S.Coop.,True,Taller/Pequeña Empresa,A43430634,Málaga,inversiones.udsh.s.c@empresa.es,,2021-08-13,Válido,Válido,Revisar
2405,Construcción Manzano & Asociados S.A.T.,True,Taller/Pequeña Empresa,K12578612,Bilbao,construcción.manzano@empresa.es,+34 986 75 09 26,2021-08-13,Válido,Válido,Válido
3420,Restauración Avanzadas S.L.N.E,True,Distribuidor Mediano,C68150952,Málaga,restauración.avanzad@outlook.es,+34 978947199,2020-08-02,Válido,Válido,Válido
2730,Pons Y Asociados S.C.P,True,Taller/Pequeña Empresa,Q84188311,Valencia,pons.y.asociados.s.c@gmail.com,+34 945 419 623,2022-03-15,Válido,Válido,Válido
2562,Teruel & Asociados S.L.L.,True,Taller/Pequeña Empresa,V40799334,Sevilla,teruel.&.asociados.s@outlook.es,+34826 47 24 63,2020-09-15,Válido,Válido,Válido
4627,Farmaceútica Mc S.C.P S.L.,True,Taller/Pequeña Empresa,K92059030,Madrid,farmaceútica.mc.s.c.@empresa.es,+34 979230342,2020-10-07,Válido,Válido,Válido
4262,Ale Somoza Gallardo S.Com.,True,Taller/Pequeña Empresa,N55676146,Sevilla,ale.somoza.gallardo.@outlook.es,+34 960 741 059,2021-10-02,Válido,Válido,Válido
3419,Comercializadora Ibérica S.Com.,True,Taller/Pequeña Empresa,U16511082,Bizkaia,comercializadora.ibé@gmail.com,+34806 62 29 01,2026-03-15,Válido,Válido,Válido
1973,Evelia Figuerola Escolano S.L.N.E,True,Distribuidor Mediano,D61639439,Alicante,evelia.figuerola.esc@empresa.es,+34712 164 871,2021-03-23,Válido,Válido,Válido
2710,Farmaceútica Qc S.L.N.E,True,Distribuidor Mediano,R96680604,Alicante,farmaceútica.qc.s.l.@outlook.es,+34924 668 448,2024-08-30,Válido,Válido,Válido
4383,Soluciones Ropero S.A.,True,Taller/Pequeña Empresa,L25519799,Murcia,soluciones.ropero.s.@gmail.com,+34803507324,2024-10-22,Válido,Válido,Válido
3381,Juanita Del Amaya,False,Consumidor Final,U87252876,Málaga,juanita.del.amaya@outlook.es,+34 884207675,2020-12-17,Válido,Válido,Válido
1883,Fábrica Patiño S.A.,True,Distribuidor Mediano,P80459205,Valencia,fábrica.patiño.s.a.@outlook.es,,2021-09-29,Válido,Válido,Revisar
2098,Compañía Obps S.A.,True,Taller/Pequeña Empresa,H41076043,Alicante,compañía.obps.s.a.@empresa.es,+34975 93 16 47,2023-02-03,Válido,Válido,Válido
1156,Talleres Españolas S.C.P,True,Taller/Pequeña Empresa,M19067690,Murcia,talleres.españolas.s@gmail.com,+34 881210469,2022-11-26,Válido,Válido,Válido
3761,Servicios Puente Y Asociados S.L.,True,Fabricante Grande,N55194108,Bilbao,servicios.puente.y.a@hotmail.com,+34880 23 37 00,2023-05-02,Válido,Válido,Válido
1886,Distribuciones Fuster Y Asociados S.Com.,True,Taller/Pequeña Empresa,R41511655,Barcelona,distribuciones.fuste@gmail.com,,2023-01-23,Válido,Válido,Revisar
4636,Grupo Posada S.Com. S.L.,True,Taller/Pequeña Empresa,J70259175,Barcelona,grupo.posada.s.com.@outlook.es,+34 944 369 472,2023-05-31,Válido,Válido,Válido
4058,Hermanos Palmer S.A.,True,Distribuidor Mediano,S39315566,Barcelona,hermanos.palmer.s.a.@empresa.es,+34882 84 54 22,2025-09-03,Válido,Válido,Válido
2512,Sancho Martorell Valdés,False,Consumidor Final,N12936591,Málaga,sancho.martorell.val,+34 944 98 73 13,2023-02-28,Válido,Revisar,Válido
3995,Abraham Del Toledo,False,Consumidor Final,H47862613,Madrid,abraham.del.toledo@gmail.com,,2024-07-28,Válido,Válido,Revisar
4015,Maricruz Casanova Elías S.Com.,True,Taller/Pequeña Empresa,J70362222,Málaga,maricruz.casanova.el@outlook.es,+34 800 193 064,2022-12-12,Válido,Válido,Válido
4502,Teresa Anaya Méndez,False,Consumidor Final,Q36040674,Murcia,teresa.anaya.méndez@hotmail.com,,2026-01-27,Válido,Válido,Revisar
3353,Martina Echevarría-Aranda,False,Consumidor Final,U81696184,Castellón,martina.echevarría-a@empresa.es,+34849376669,2024-04-25,Válido,Válido,Válido
1737,Pelayo Duarte Infante,False,Consumidor Final,G12753078,Castellón,pelayo.duarte.infant@outlook.es,+34 825956252,2024-02-25,Válido,Válido,Válido
2453,Piquer Y Mármol S.L.,True,Taller/Pequeña Empresa,N697350,Valencia,piquer.y.mármol.s.l.gmail.com,+34800 012 482,2024-12-21,Revisar,Revisar,Válido
2505,Manufacturas Deav S.A.,True,Taller/Pequeña Empresa,G614418,Alicante,manufacturas.deav.s.@empresa.es,+34 807735104,2022-07-29,Revisar,Válido,Válido
4526,Finanzas Gasz S.Coop.,True,Distribuidor Mediano,P98284097,Barcelona,finanzas.gasz.s.coop@hotmail.com,+34863200249,2023-01-02,Válido,Válido,Válido
4211,Cornejo & Asociados S.A.,True,Taller/Pequeña Empresa,K74308224,Alicante,cornejo.&.asociados.@hotmail.com,+34 872363140,2023-11-29,Válido,Válido,Válido
1458,Amador Escamilla Santiago S.Coop.,True,Distribuidor Mediano,D30937370,Alicante,amador.escamilla.san@gmail.com,+34 873 71 45 21,2021-01-08,Válido,Válido,Válido
3392,Irma Herranz Roca S.A.,True,Taller/Pequeña Empresa,D39680536,Murcia,irma.herranz.roca.s.@gmail.com,+34846 140 513,2025-07-13,Válido,Válido,Válido
2951,Grupo Huguet S.Com.,True,Distribuidor Mediano,N39208016,Valencia,grupo.huguet.s.com.@outlook.es,+34949 983 306,2023-04-11,Válido,Válido,Válido
1078,Grupo Vallés S.L.N.E,True,Taller/Pequeña Empresa,V87201917,Zaragoza,grupo.vallés.s.l.n.ehotmail.com,+34922 171 870,2024-08-26,Válido,Revisar,Válido
4531,Hnos Toro S.L.N.E,True,Fabricante Grande,K73038907,Málaga,hnos.toro.s.l.n.e@gmail.com,+34974247925,2024-06-24,Válido,Válido,Válido
